"";"img";"healthy";"symptomatic";"file_name"
"99";"img_s100";6,22308362524227;93,7769163747577;"img_s100"
"100";"img_s101";21,2236647749359;78,7763352250641;"img_s101"
"101";"img_s102";10,9659448156867;89,0340551843133;"img_s102"
"102";"img_s103";19,5796511537926;80,4203488462074;"img_s103"
"103";"img_s104";75,8030361776373;24,1969638223627;"img_s104"
"104";"img_s105";25,2102748904148;74,7897251095852;"img_s105"
"105";"img_s106";21,0983979602095;78,9016020397905;"img_s106"
"106";"img_s107";64,326712929728;35,673287070272;"img_s107"
"107";"img_s108";49,6443466389043;50,3556533610957;"img_s108"
"108";"img_s109";64,7034554351346;35,2965445648654;"img_s109"
"109";"img_s110";69,2597510667304;30,7402489332696;"img_s110"
"110";"img_s111";26,6003120044351;73,3996879955649;"img_s111"
"111";"img_s112";29,1411996908553;70,8588003091447;"img_s112"
"112";"img_s113";14,8620837825002;85,1379162174998;"img_s113"
"113";"img_s114";56,3816679564185;43,6183320435815;"img_s114"
"114";"img_s115";15,2533564313556;84,7466435686444;"img_s115"
"115";"img_s116";31,9354858871472;68,0645141128528;"img_s116"
"116";"img_s117";69,5200700227433;30,4799299772567;"img_s117"
"117";"img_s118";9,13436626161811;90,8656337383819;"img_s118"
"118";"img_s119";45,4710840357173;54,5289159642827;"img_s119"
"119";"img_s120";76,1625776831621;23,8374223168379;"img_s120"
"120";"img_s121";50,5321574017946;49,4678425982054;"img_s121"
"121";"img_s122";78,4876263956968;21,5123736043032;"img_s122"
"122";"img_s123";50,1549791211772;49,8450208788228;"img_s123"
"123";"img_s124";78,1376339081599;21,8623660918401;"img_s124"
"124";"img_s125";45,9061416027308;54,0938583972692;"img_s125"
"125";"img_s126";55,622939452993;44,377060547007;"img_s126"
"126";"img_s127";42,0701157432215;57,9298842567785;"img_s127"
"127";"img_s128";65,0907074812546;34,9092925187454;"img_s128"
"128";"img_s129";57,3409499806794;42,6590500193206;"img_s129"
"129";"img_s130";43,6091719445248;56,3908280554752;"img_s130"
"130";"img_s131";26,8028566932202;73,1971433067798;"img_s131"
"131";"img_s132";6,24675375447494;93,7532462455251;"img_s132"
"132";"img_s133";64,2742238735663;35,7257761264337;"img_s133"
"133";"img_s134";25,9785732512853;74,0214267487147;"img_s134"
"134";"img_s135";11,2365151137537;88,7634848862463;"img_s135"
"135";"img_s136";61,1367212372848;38,8632787627152;"img_s136"
"136";"img_s137";78,2120293216653;21,7879706783347;"img_s137"
"137";"img_s139";55,253493938692;44,746506061308;"img_s139"
"138";"img_s140";71,7225991996479;28,2774008003521;"img_s140"
"139";"img_s141";14,4258867252583;85,5741132747417;"img_s141"
"140";"img_s142";42,0715302883296;57,9284697116704;"img_s142"
"141";"img_s143";37,0462185608334;62,9537814391666;"img_s143"
"142";"img_s144";22,2124655938128;77,7875344061872;"img_s144"
"143";"img_s145";22,5776618721566;77,4223381278434;"img_s145"
"144";"img_s146";72,7892948575057;27,2107051424943;"img_s146"
"145";"img_s147";80,8923507368208;19,1076492631792;"img_s147"
"146";"img_s148";58,0202681734031;41,9797318265969;"img_s148"
"147";"img_s149";12,2047848774244;87,7952151225756;"img_s149"
"148";"img_s150";68,0442861928989;31,9557138071011;"img_s150"
"149";"img_s151";69,3919294707031;30,6080705292969;"img_s151"
"150";"img_s152";25,8736068764596;74,1263931235404;"img_s152"
"151";"img_s153";32,3086262090609;67,6913737909391;"img_s153"
"152";"img_s154";52,0749810035831;47,9250189964169;"img_s154"
"153";"img_s155";70,9723092270502;29,0276907729498;"img_s155"
"154";"img_s156";73,1706141306549;26,8293858693451;"img_s156"
"155";"img_s157";41,9514957163193;58,0485042836807;"img_s157"
"156";"img_s158";45,0566166084833;54,9433833915167;"img_s158"
"157";"img_s159";69,8211829436038;30,1788170563962;"img_s159"
"158";"img_s160";66,2700745964156;33,7299254035844;"img_s160"
"159";"img_s161";85,1165646103232;14,8834353896768;"img_s161"
